Sr,Stroke No.,Date,Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Total Revolution,Front Shield Pressure LHS,Front Shield Pressure rHS,Q-Value,Q-Value based,Penetration
37,4067,2016-06-04 00:00:00,23,1.234,19.6,4.1,2300,6262,52,199,94,65,50,4,2,12.6
38,4068,2016-06-04 00:00:00,26,1.232,18.8,4.1,2000,5664,47,199,107,78,53,4,2,11.3
39,4069,2016-06-04 00:00:00,24,-0.101,16,4.2,1800,4754,51,196,101,86,49,4,3,12.1
40,4070,2016-06-04 00:00:00,33,1.74,17.1,4.2,2000,5271,53,198,139,79,59,4,3,12.4
41,4071,2016-07-04 00:00:00,19,0.98,11.8,4.2,1300,4346,50,199,80,82,86,4,4,11.9
42,4072,2016-07-04 00:00:00,24,1.337,13.4,4.2,1600,4259,54,200,101,63,50,4,4,12.9
43,4073,2016-07-04 00:00:00,28,1.556,14.8,4.2,1800,3906,55,200,118,50,66,4,3,13.3
44,4074,2016-07-04 00:00:00,30,1.419,13.7,3.8,1600,3577,48,200,114,52,70,4,3,12.2
45,4075,2016-07-04 00:00:00,31,1.416,14,3.9,1500,3681,45,198,121,61,82,4,3,11.9
46,4076,2016-07-04 00:00:00,24,1.226,13.3,4.1,1500,3530,50,198,98,51,76,4,4,12.3
47,4077,2016-08-04 00:00:00,24,1.209,12.6,4.1,1400,3325,49,201,98,47,73,4,4,11.8
48,4078,2016-08-04 00:00:00,23,1.234,12.9,3.9,1600,3259,52,200,90,51,178,4,4,13.2
49,4079,2016-08-04 00:00:00,24,1.203,11.2,3.9,1300,3220,49,200,94,54,58,4,4,12.8
50,4080,2016-08-04 00:00:00,18,0.925,10.6,4.1,1200,3398,50,200,74,63,46,4,4,12.3
51,4081,2016-08-04 00:00:00,14,0.751,10.2,4.1,1200,3532,52,197,57,83,47,4,4,12.7
52,4082,2016-08-04 00:00:00,23,1.229,10,4.3,1100,3320,51,199,99,76,40,4,4,11.8
53,4083,2016-08-04 00:00:00,24,1.237,10.5,4.4,1100,3461,50,198,106,75,67,4,4,11.2
54,4084,2016-08-04 00:00:00,24,1.021,10.4,3.6,1100,4094,41,198,86,86,60,4,4,11.4
55,4085,2016-09-04 00:00:00,25,1.02,14.5,3.5,1500,4979,39,199,88,83,63,4,3,11.2
56,4086,2016-09-04 00:00:00,39,1.441,13,3.7,1200,4031,37,196,144,71,57,4,4,9.9
57,4087,2016-09-04 00:00:00,28,1.214,13.7,3.8,1400,3714,42,198,106,68,65,4,3,11
59,4089,2016-10-04 00:00:00,29,1.217,11,3.9,1100,3658,42,199,113,67,79,4,4,10.7
60,4090,2016-10-04 00:00:00,26,1.223,13.4,3.8,1500,3833,46,198,99,69,74,4,4,12.4
61,4091,4/102016,26,1.385,12.8,4.2,1500,4028,53,201,109,67,76,4,4,12.7
62,4092,2016-10-04 00:00:00,21,1.175,9.7,4.4,1100,3732,54,201,92,61,73,4,4,12.3
63,4093,2016-10-04 00:00:00,26,1.426,9.4,4.2,1100,3531,53,200,109,59,68,4,5,12.5
64,4094,2016-10-04 00:00:00,26,1.431,7.4,4.1,900,3537,54,196,107,41,82,4,5,13.2
65,4095,2016-10-04 00:00:00,25,1.428,7.1,4,900,3374,55,200,100,51,69,4,5,13.6
66,4096,2016-10-04 00:00:00,25,1.432,8.9,4.1,1100,3018,55,198,103,63,67,4,5,13.5
67,4097,2016-10-04 00:00:00,24,1.404,11.2,4,1400,3063,54,191,96,73,80,3,4,13.5
68,4098,2016-10-04 00:00:00,27,1.466,10,4.1,1200,3475,53,189,111,84,81,3,4,12.9
69,4099,2016-11-04 00:00:00,29,1.535,9.2,4.1,1100,3398,53,189,119,68,65,3,5,12.7
70,4100,2016-11-04 00:00:00,29,1.543,11.9,4.1,1400,4129,52,190,119,74,83,3,4,12.7
71,4101,2016-11-04 00:00:00,24,1.297,10.6,4,1300,4047,53,189,96,61,80,3,4,13.4
72,4102,2016-11-04 00:00:00,9,0.425,12.3,3.5,1500,3914,46,188,32,51,81,3,4,13.4
73,4103,2016-11-04 00:00:00,31,1.495,10.1,4,1100,3526,47,192,124,57,67,4,4,11.7
74,4104,2016-11-04 00:00:00,35,1.526,10.8,3.9,1100,3374,43,192,137,56,64,4,4,11
75,4105,2016-11-04 00:00:00,34,1.527,9.4,3.9,1000,3652,45,189,133,69,46,4,5,11.2
76,4106,2016-11-04 00:00:00,32,1.542,12,4.1,1300,3616,48,191,131,72,44,4,4,11.7
77,4107,2016-12-04 00:00:00,34,1.421,14.6,3.7,1500,3943,41,192,126,65,62,4,3,11.3
78,4108,2016-12-04 00:00:00,38,1.527,12.3,3.8,1200,4463,40,191,144,84,56,4,4,10.4
79,4109,2016-12-04 00:00:00,29,1.27,11.8,4,1200,5086,44,190,116,57,85,4,4,10.8
80,3362,2016-04-13 00:00:00,34,1.526,9.4,3.8,1000,4787,44,193,129,65,70,4,5,11.5
81,3363,2016-04-13 00:00:00,32,1.53,12.5,4.2,1300,3957,47,189,134,64,58,4,4,11.2
82,3364,2016-04-13 00:00:00,28,1.332,13.1,3.5,1600,4101,46,191,98,51,78,4,4,13.4
83,3365,2016-04-13 00:00:00,26,1.315,11.2,3.7,1400,3847,50,188,96,52,71,4,4,13.7
84,3366,2016-04-13 00:00:00,26,1.227,9.4,4.1,1000,3758,47,188,107,78,53,4,5,11.6
85,3367,2016-04-14 00:00:00,22,1.224,8.4,4.2,1000,3608,54,191,92,68,57,4,5,12.7
86,3368,2016-04-14 00:00:00,23,14.237,8.5,4.1,1000,3495,52,190,94,68,62,4,5,12.5
87,3369,2016-04-14 00:00:00,26,1.424,9.8,4.1,1200,3309,54,191,107,80,61,4,4,13.3
88,3370,2016-04-14 00:00:00,23,1.371,9.9,4.1,1300,3443,58,189,94,84,68,4,4,14
89,3371,2016-04-14 00:00:00,26,1.318,9,3.8,1100,3707,50,189,99,68,73,4,5,13.2
90,3372,2016-04-14 00:00:00,26,1.319,11.2,3.7,1400,3847,50,193,96,52,88,4,4,13.7
91,3373,2016-04-14 00:00:00,26,1.321,11.6,3.9,1400,3357,51,189,101,50,86,4,4,13.2
92,3374,2016-04-14 00:00:00,27,1.323,10.6,3.7,1300,3533,49,189,100,76,77,4,4,13
93,3375,2016-04-14 00:00:00,24,1.241,12.3,3.8,1500,4486,50,191,91,79,46,4,4,13.3
94,3376,2016-04-15 00:00:00,25,1.231,13.7,3.8,1600,4629,48,193,95,76,52,4,3,12.8
95,3377,2016-04-15 00:00:00,24,1.204,13.7,3.8,1600,5123,48,191,91,66,59,4,3,12.7
96,3378,2016-04-15 00:00:00,24,1.027,12.4,3.8,1300,3842,43,186,91,64,57,4,4,11.3
97,3379,2016-04-15 00:00:00,27,1.211,10.9,3.4,1300,3571,44,190,92,56,55,4,4,12.9
98,3380,2016-04-15 00:00:00,13,0.592,9.5,3.6,1100,2571,45,191,47,57,64,4,4,12.5
99,3381,2016-04-15 00:00:00,17,0.841,11.9,3.7,1400,3861,47,189,63,47,74,4,4,12.8
100,3382,2016-04-15 00:00:00,30,1.429,10.5,3.8,1200,3660,47,191,114,70,75,4,4,12.2
101,3383,2016-04-16 00:00:00,30,1.437,9.6,3.8,1100,3661,47,190,114,74,58,4,4,12.3
102,3384,2016-04-16 00:00:00,29,1.426,8.4,4.2,900,4143,49,190,122,83,71,4,5,11.6
103,3385,2016-04-16 00:00:00,25,1.225,12.3,4.3,1300,4967,49,188,108,75,67,4,4,11.4
104,3386,2016-04-17 00:00:00,23,1.025,12.8,3.4,1500,4965,43,183,78,87,72,4,4,12.6
105,3387,2016-04-17 00:00:00,29,1.233,12.6,3.5,1400,4208,42,189,102,85,75,4,4,11.7
106,3388,2016-04-17 00:00:00,26,1.196,9.8,3.7,1100,3977,45,190,96,68,69,4,4,12.1
107,3389,2016-04-17 00:00:00,26,1.203,10,3.8,1100,3885,45,188,99,61,71,4,4,11.9
108,3390,2016-04-17 00:00:00,25,1.209,10.5,3.9,1200,4183,48,190,98,65,68,4,4,12.4
109,3391,2016-04-18 00:00:00,26,1.228,12,4,1300,4183,47,192,104,62,68,4,4,11.9
110,3392,2016-04-18 00:00:00,26,1.222,11,3.9,1200,4195,46,187,101,67,72,4,4,11.8
111,3393,2016-04-18 00:00:00,28,1.227,12.7,3.9,1300,4005,43,188,109,62,64,4,4,11.2
112,3394,2016-04-18 00:00:00,30,1.431,10.1,4,1100,3959,47,190,120,57,69,4,4,11.6
113,3395,2016-04-18 00:00:00,28,1.206,10.8,3.5,1200,3990,42,188,98,50,66,4,4,12.2
114,3396,2016-04-18 00:00:00,28,1.244,13.7,3.5,1600,4175,44,194,98,51,74,4,3,12.5
115,3397,2016-04-18 00:00:00,26,1.252,12.5,3.7,1500,3945,48,189,96,55,83,4,4,12.8
116,3398,2016-04-18 00:00:00,25,1.223,10.1,3.8,1200,4925,49,189,95,67,75,4,4,12.7
117,3399,2016-04-18 00:00:00,25,1.22,9.5,4.2,1000,4433,48,190,105,65,70,4,4,11.3
118,3400,2016-04-19 00:00:00,31,1.424,10.6,4,1100,3723,45,189,124,61,66,4,4,11.5
119,3401,2016-04-19 00:00:00,31,1.428,8.5,4,900,4093,46,191,124,58,87,4,5,11.6
120,3402,2016-04-19 00:00:00,19,0.923,10.2,3.7,1200,4571,47,189,70,51,81,4,4,12.6
121,3403,2016-04-19 00:00:00,7,0.31,8.6,3.7,900,4370,42,188,26,54,79,4,5,11.3
122,3404,2016-04-19 00:00:00,27,1.257,11.5,3.5,1400,4225,46,189,95,73,73,4,4,13.1
123,3405,2016-04-19 00:00:00,28,1.233,12.1,4,1200,4685,43,188,112,72,52,4,4,10.7
124,3406,2016-04-20 00:00:00,25,1.23,10,4.1,1100,4759,49,190,103,53,68,4,4,12
125,3407,2016-04-20 00:00:00,32,1.408,9.6,3.8,1000,3978,43,191,122,53,73,4,4,11.4
126,3408,2016-04-20 00:00:00,31,1.374,10,3.7,1100,4050,44,192,115,70,59,4,4,11.9
127,3409,2016-04-20 00:00:00,24,1.184,9.2,3.7,1100,3932,48,189,89,83,60,4,5,12.8
128,3410,2016-04-20 00:00:00,25,1.244,11,3.9,1300,4034,50,190,98,81,50,4,4,12.8
129,3411,2016-04-20 00:00:00,24,1.216,12,3.9,1400,3853,49,188,94,80,59,4,4,12.6
130,3412,2016-04-20 00:00:00,25,1.235,9.2,3.8,1100,4425,49,192,95,69,63,4,5,12.7
131,3413,2016-04-21 00:00:00,19,0.873,10.3,3.8,1100,4903,44,189,72,69,54,4,4,11.6
132,3414,2016-04-21 00:00:00,13,0.59,11.2,3.8,1200,5026,44,190,49,63,51,4,4,11.6
133,3415,2016-04-21 00:00:00,30,1.343,12.1,3.8,1300,4553,44,187,114,64,62,4,4,11.5
134,3416,2016-04-21 00:00:00,22,1.05,11,3.6,1300,4190,46,190,79,68,65,4,4,12.9
135,3417,2016-04-21 00:00:00,21,1.018,11.1,4,1200,5385,47,187,84,57,77,4,4,11.9
136,3418,2016-04-21 00:00:00,25,1.07,12,3.1,1500,4804,42,189,78,66,71,4,4,13.5
137,3419,2016-04-21 00:00:00,23,0.973,9.8,3.8,1000,4250,42,190,87,65,74,4,4,11.2
138,3420,2016-04-22 00:00:00,27,1.184,11.5,3.8,1200,4988,43,188,103,78,67,4,4,11.4
139,3421,2016-04-22 00:00:00,21,0.995,10.4,3.7,1200,4774,46,186,78,70,80,4,4,12.6
140,3422,2016-04-22 00:00:00,23,1.022,12.7,3.9,1300,3982,43,190,90,51,69,4,4,11
141,3423,2016-04-23 00:00:00,22,1.031,8,3.8,900,3687,46,192,84,52,66,4,5,12.1
142,3424,2016-04-23 00:00:00,24,1.004,8.3,3.5,900,3262,41,193,84,53,66,4,5,11.7
143,3425,2016-04-23 00:00:00,27,1.181,9,3.5,1000,3355,42,191,95,64,74,4,5,12.2
144,3426,2016-04-23 00:00:00,22,1.016,7.4,3.4,900,3463,45,191,75,69,73,4,5,13.1
145,3427,2016-04-23 00:00:00,21,1.05,9.4,3.8,1100,3276,48,191,80,71,69,4,5,12.7
146,3428,2016-04-23 00:00:00,22,1.229,9,3.8,1200,3206,55,189,84,71,68,4,5,14.4
147,3429,2016-04-23 00:00:00,23,-0.064,9.5,3.9,1200,3473,53,186,90,85,73,4,5,13.8
148,3430,2016-04-23 00:00:00,24,1.227,11,4,1300,4288,51,189,96,84,36,4,4,12.8
149,3431,2016-04-23 00:00:00,23,1.213,12.2,4,1500,4984,53,189,92,89,57,4,4,13.2
150,3432,2016-04-23 00:00:00,25,1.22,13.8,4,1500,5020,47,191,100,83,74,4,4,11.8
151,3433,2016-04-24 00:00:00,28,1.223,11.9,3.9,1300,4039,46,189,109,54,68,4,4,11.7
152,3434,2016-04-24 00:00:00,28,1.318,9.3,3.6,1100,3501,46,186,101,55,64,4,5,12.7
153,3435,2016-04-24 00:00:00,25,1.204,8.3,3.7,1000,3396,48,189,93,74,61,4,5,12.9
154,3436,2016-04-24 00:00:00,31,1.508,13.5,4,1500,3858,48,188,124,70,64,4,4,12.1
155,3437,2016-04-24 00:00:00,27,1.481,10.5,4.1,1300,3957,55,188,111,74,71,4,4,13.4
156,3438,2016-04-24 00:00:00,24,1.462,13.7,4.4,1700,5201,59,189,106,76,69,4,3,13.4
157,3439,2016-04-24 00:00:00,22,1.175,14.1,4,1700,5057,52,191,88,70,74,4,3,13
158,3440,2016-04-25 00:00:00,31,1.474,15.4,4.1,1600,5834,46,190,127,67,61,4,3,11.4
159,3441,2016-04-25 00:00:00,33,1.498,13.6,3.7,1500,5096,44,189,122,82,76,4,4,11.9
160,3442,2016-04-25 00:00:00,30,1.383,10.6,3.4,1300,4486,45,192,102,73,79,4,4,13.2
161,3443,2016-04-25 00:00:00,24,1.325,8,4,1000,3794,54,187,96,69,64,4,5,13.6
162,3444,2016-04-25 00:00:00,23,1.411,13.4,4.3,1700,4520,59,189,99,48,82,4,4,13.7
163,3445,2016-04-25 00:00:00,26,1.461,9.5,4.1,1200,4114,56,194,107,64,87,4,4,13.7
164,3446,2016-04-26 00:00:00,29,1.435,7.4,4.2,800,4380,49,190,122,75,69,4,5,11.8
165,3447,2016-04-26 00:00:00,28,1.232,9.4,3.8,1000,4881,44,189,106,76,83,4,5,11.4
166,3448,2016-04-26 00:00:00,27,1.223,9.5,3.6,1100,5126,45,194,97,87,60,4,5,12.7
167,3449,2016-04-26 00:00:00,26,1.18,8,3.6,900,4792,44,190,94,89,64,4,5,12.2
168,3450,2016-04-26 00:00:00,14,0.674,7.4,4,800,5197,47,188,56,76,84,4,5,11.7
169,3451,2016-04-26 00:00:00,17,0.888,8.6,4.1,1000,5276,52,189,70,45,87,4,5,12.5
170,3452,2016-04-26 00:00:00,31,1.303,7.9,3.3,900,4423,41,190,102,78,55,4,5,12.3
171,3453,2016-04-26 00:00:00,29,1.241,6.8,3.3,800,3941,42,191,96,88,36,4,5,12.9
172,3454,2016-04-27 00:00:00,29,1.215,6.1,3.3,700,3330,41,190,96,62,50,4,5,12.8
173,3455,2016-04-27 00:00:00,25,1.038,9.8,3.7,1000,3348,41,184,93,62,73,4,4,11.1
174,3456,2016-04-27 00:00:00,21,1.032,9.2,3.7,1100,3201,48,189,78,45,76,4,5,13
175,3457,2016-04-27 00:00:00,21,1.029,9,3.7,1100,4227,49,189,78,36,74,4,5,13.1
176,3458,2016-04-27 00:00:00,23,1.216,9.6,4.1,1100,3405,51,191,94,48,70,4,4,12.5
177,3459,2016-04-27 00:00:00,22,1.217,8,4,1000,2529,54,190,88,59,72,4,5,13.3
178,3460,2016-04-28 00:00:00,25,1.242,7.5,3.7,900,3539,48,189,93,79,64,4,5,13.1
179,3461,2016-04-28 00:00:00,26,1.231,7.9,3.8,900,2679,47,188,99,71,50,4,5,12.3
180,3462,2016-04-28 00:00:00,26,1.218,9.6,3.8,1100,2923,47,190,99,63,71,4,4,12.2
181,3463,2016-04-28 00:00:00,30,1.38,8.9,3.8,1000,3332,46,188,114,51,75,4,5,12.1
182,3464,2016-04-28 00:00:00,24,1.198,7.8,3.9,900,3466,49,188,94,49,80,4,5,12.6
183,3465,2016-04-28 00:00:00,22,1.215,9.8,4,1200,2504,53,188,88,36,76,4,4,13.5
184,3466,2016-04-28 00:00:00,22,1.229,8.7,4.1,1100,2034,56,190,90,45,73,4,5,13.6
185,3467,2016-04-28 00:00:00,22,1.26,8.3,4.3,1000,2314,56,187,95,61,74,4,5,13.1
186,3468,2016-04-28 00:00:00,21,1.201,10,4,1300,2177,56,189,84,61,75,4,4,13.9
187,3469,2016-04-28 00:00:00,22,1.224,10.6,4,1300,3680,53,188,88,65,81,4,4,13.4
188,3470,2016-04-28 00:00:00,24,1.231,8.9,4.1,1000,4072,50,188,98,63,90,4,5,12.2
189,3471,2016-04-29 00:00:00,25,1.24,7,3.9,800,3802,48,186,98,69,77,4,5,12.4
190,3472,2016-04-29 00:00:00,26,1.36,7.5,4,900,4023,52,190,104,65,69,4,5,13.2
191,3473,2016-04-29 00:00:00,28,1.422,7.6,3.9,900,3891,50,188,109,74,58,4,5,12.8
192,3474,2016-04-29 00:00:00,24,1.337,11.2,4,1400,3545,54,191,96,79,70,3,4,13.6
193,3475,2016-04-29 00:00:00,25,1.443,10.9,4.1,1400,3309,57,188,103,73,72,4,4,14
194,3476,2016-04-29 00:00:00,21,1.252,10.7,4.1,1400,3165,58,185,86,60,70,4,4,14.3
195,3477,2016-04-29 00:00:00,22,1.292,11.1,4.2,1400,2740,57,189,92,59,66,4,4,13.6
196,3478,2016-04-29 00:00:00,22,1.242,10.2,4,1300,2070,55,190,88,52,73,4,4,13.6
197,3479,2016-04-29 00:00:00,26,1.23,10.4,3.7,1200,2847,46,192,96,66,67,4,4,12.4
198,3480,2016-04-30 00:00:00,25,1.224,11.3,3.6,1400,3139,48,187,90,87,58,4,4,13.4
199,3481,2016-04-30 00:00:00,28,1.325,11.8,3.6,1400,3251,46,188,101,85,65,4,4,12.8
200,3482,2016-04-30 00:00:00,23,1.208,9.6,3.6,1300,4032,53,189,83,77,64,4,4,14.5
201,3483,2016-04-30 00:00:00,22,1.208,7.2,4,900,3166,54,186,88,64,85,4,5,13.5
202,3484,2016-04-30 00:00:00,23,1.213,10.3,3.8,1300,3497,52,189,87,78,84,4,4,13.7
1,3485,2016-01-05 00:00:00,27,1.233,10,3.2,1300,3907,45,189,86,92,51,4,4,13.8
2,3486,2016-01-05 00:00:00,32,1.422,11.8,3.2,1500,3917,44,191,102,78,52,4,4,13.8
3,3487,2016-01-05 00:00:00,30,1.332,13.3,3.3,1600,4079,43,188,99,67,66,4,4,13.1
4,3488,2016-01-05 00:00:00,31,1.314,15.9,3.1,2000,4535,42,188,96,72,64,4,3,13.5
5,3489,2016-01-05 00:00:00,28,1.247,19.7,3.5,2300,5704,44,190,98,80,35,4,2,12.7
6,3490,2016-01-05 00:00:00,34,1.315,20.9,3.2,2300,6568,38,192,109,70,65,4,2,11.9
7,3491,2016-02-05 00:00:00,32,1.333,19.5,3.7,2000,7216,41,189,118,89,58,4,2,11.2
8,3492,2016-02-05 00:00:00,34,1.296,14.6,3.2,1600,6259,38,189,109,52,72,4,3,11.7
9,3493,2016-02-05 00:00:00,35,1.215,21.2,2.9,2300,7522,34,192,102,55,79,4,2,11.7
10,3494,2016-02-05 00:00:00,37,1.194,15.7,2.9,1600,5997,32,184,107,83,59,4,3,11.2
11,3495,2016-03-05 00:00:00,43,1.433,14.2,2.9,1500,4891,33,188,125,73,76,4,3,11.6
12,3496,2016-03-05 00:00:00,39,1.38,9.9,2.9,1100,4875,35,191,113,67,70,4,4,12.1
13,3497,2016-03-05 00:00:00,27,1.305,10.3,3.8,1200,3668,48,190,103,78,82,4,4,12.8
14,3498,2016-03-05 00:00:00,32,1.226,9.6,2.8,1200,3649,38,188,90,72,90,4,4,13.5
15,3499,2016-03-05 00:00:00,31,1.219,7.8,2.8,1000,3342,39,190,87,67,73,4,5,13.6
16,3500,2016-04-05 00:00:00,32,1.223,8,2.8,1000,2999,38,187,90,62,62,4,5,13.6
17,3501,2016-04-05 00:00:00,30,1.232,8,2.7,1100,3081,40,191,81,62,63,4,5,14.7
18,3502,2016-04-05 00:00:00,29,1.328,7.4,3,1000,2726,44,187,87,61,61,4,5,14.7
19,3503,2016-04-05 00:00:00,33,1.266,11.1,2.8,1400,2851,38,189,92,63,60,3,4,13.4
20,3504,2016-04-05 00:00:00,32,1.511,10.7,3.6,1300,2969,47,189,115,81,47,3,4,13.1
21,3505,2016-04-05 00:00:00,29,1.51,10.8,3.7,1400,3568,52,189,107,86,25,3,4,13.9
22,3506,2016-04-05 00:00:00,30,1.503,12.8,3.7,1600,3680,50,188,111,68,72,3,4,13.5
23,3507,2016-05-05 00:00:00,27,1.504,12.8,4,1600,3913,54,189,108,65,69,3,4,13.5
24,3508,2016-05-05 00:00:00,28,1.436,9.7,4.1,1100,3384,50,193,115,62,61,3,4,12.1
25,3509,2016-05-05 00:00:00,28,1.406,8.4,3.9,1000,3225,50,189,109,68,51,3,5,12.8
26,3510,2016-05-05 00:00:00,28,1.429,9.3,3.9,1100,3515,50,190,109,80,52,3,5,12.9
27,3511,2016-05-05 00:00:00,27,1.515,13.4,4,1700,4274,55,188,108,80,50,3,4,13.6
28,3512,2016-05-05 00:00:00,27,1.499,14.8,3.9,1900,4835,54,189,105,84,48,3,3,13.9
29,3513,2016-05-05 00:00:00,28,1.568,13.9,4,1800,4672,56,192,112,72,64,3,3,13.9
30,3514,2016-05-05 00:00:00,29,1.512,13.2,3.9,1600,4295,51,188,113,83,39,3,4,13.3
31,3515,2016-06-05 00:00:00,28,1.429,8.8,4,1000,3966,49,187,112,78,71,3,5,12.4
32,3516,2016-06-05 00:00:00,27,1.454,7.5,4.1,900,3198,53,189,111,45,80,3,5,12.9
33,3517,2016-06-05 00:00:00,26,1.371,9.4,4.1,1100,3389,52,189,107,29,87,3,5,12.5
34,3518,2016-06-05 00:00:00,17,0.871,8.9,4.1,1000,2966,50,187,70,27,82,3,5,12.2
35,3519,2016-06-05 00:00:00,13,0.661,8,4.1,900,2401,50,189,53,29,68,3,5,12.2
36,3520,2016-06-05 00:00:00,26,1.497,6.8,4,900,3375,57,190,104,41,79,3,5,14.1
37,3521,2016-06-05 00:00:00,26,1.517,7.6,4,1000,3331,57,187,104,45,66,3,5,14.1
38,3522,2016-06-05 00:00:00,27,1.44,6.4,3.9,800,2610,53,190,105,67,56,3,5,13.5
39,3523,2016-07-05 00:00:00,27,1.436,5.5,3.8,700,3023,52,191,103,74,39,3,5,13.9
40,3524,2016-07-05 00:00:00,27,1.432,6.9,3.7,900,2813,52,189,100,65,54,3,5,14
41,3525,2016-07-05 00:00:00,27,1.435,7.7,3.7,1000,2974,52,190,100,52,75,3,5,14.2
42,3526,2016-07-05 00:00:00,28,1.517,7.9,3.8,1000,2276,52,191,106,61,66,3,5,13.7
43,3527,2016-07-05 00:00:00,27,1.529,11.9,3.8,1600,2605,55,189,103,63,50,3,4,14.4
44,3528,2016-07-05 00:00:00,31,1.514,12.1,3.6,1500,3551,48,188,112,83,44,3,4,13.4
45,3529,2016-07-05 00:00:00,33,1.46,13.3,3.6,1500,4699,44,191,119,59,57,3,4,12.2
46,3530,2016-08-05 00:00:00,32,1.44,16.8,3.6,1900,5060,44,187,115,68,60,4,3,12.1
47,3531,2016-08-05 00:00:00,33,1.532,14.8,4.2,1500,4278,46,187,139,60,70,4,3,10.9
48,3532,2016-08-05 00:00:00,29,1.501,15.2,4,1800,4580,51,187,116,67,74,4,3,12.8
49,3533,2016-08-05 00:00:00,27,1.532,15.8,4.1,2000,4743,56,187,111,65,64,4,3,13.8
50,3534,2016-08-05 00:00:00,28,1.721,14.8,3.9,1900,4682,54,189,109,68,58,4,3,13.9
51,3535,2016-08-05 00:00:00,23,1.295,15.7,4.2,2000,5550,58,190,97,84,60,4,3,13.6
52,3536,2016-09-05 00:00:00,28,1.521,14,4.2,1700,4828,55,194,118,65,55,4,3,13.2
53,3537,2016-09-05 00:00:00,27,1.439,12,4.2,1400,4697,53,189,113,61,59,4,4,12.6
54,3538,2016-09-05 00:00:00,29,1.537,12.4,3.9,1500,3489,51,191,113,56,57,3,4,13.2
55,3539,2016-09-05 00:00:00,23,1.259,7.2,3.9,900,3222,53,189,90,60,65,3,5,13.8
56,3540,2016-09-05 00:00:00,27,1.503,10.5,4.1,1300,3499,55,186,111,51,64,3,4,13.4
57,3541,2016-09-05 00:00:00,26,1.516,15.2,4.3,1900,4319,58,190,112,59,78,3,3,13.6
58,3542,2016-09-05 00:00:00,25,1.497,14.6,4.2,1900,3826,59,191,105,71,77,3,3,14.2
59,3543,2016-09-05 00:00:00,26,1.542,14.2,4.3,1800,3854,59,191,112,70,87,3,3,13.7
60,3544,2016-09-05 00:00:00,26,1.521,19,4.3,2300,4439,56,188,112,71,67,3,2,13.1
61,3545,2016-10-05 00:00:00,29,1.532,21.4,4.3,2400,5320,52,189,125,61,60,3,2,12.1
62,3546,2016-10-05 00:00:00,29,1.526,20.1,4.3,2300,5428,53,192,125,60,70,3,2,12.2
63,3547,2016-10-05 00:00:00,28,1.557,13.1,4.1,1600,5257,54,190,115,82,71,4,4,13.1
64,3548,2016-10-05 00:00:00,29,1.505,13.1,4.5,1400,4942,52,190,131,74,52,4,4,11.5
65,3549,2016-10-05 00:00:00,28,1.538,12.4,4.2,1500,4053,55,190,118,75,45,4,4,13.2
66,3550,2016-10-05 00:00:00,27,1.527,9.2,3.9,1200,3551,55,188,105,67,63,4,5,14.2
67,3551,2016-10-05 00:00:00,27,1.511,10.5,4.2,1300,3592,56,189,113,58,73,4,4,13.4
68,3552,2016-10-05 00:00:00,26,1.512,9,4.3,1100,3767,57,190,112,54,81,3,5,13.2
69,3553,2016-10-05 00:00:00,26,1.534,8.7,4.3,1100,3083,59,189,112,39,80,3,5,13.5
70,3554,2016-11-05 00:00:00,26,1.54,8,4.3,1000,2605,58,192,112,45,66,3,5,13.7
71,3555,2016-11-05 00:00:00,15,0.755,8,4.1,900,2821,50,189,62,47,73,3,5,12.3
72,3556,2016-11-05 00:00:00,16,0.796,10.1,4.1,1100,3345,48,188,66,62,75,3,4,11.9
73,3557,2016-11-05 00:00:00,27,1.561,14,4.1,1800,3954,57,191,111,65,69,3,3,13.8
74,3558,2016-11-05 00:00:00,26,1.513,12.5,4.2,1600,3796,58,191,109,65,83,3,4,13.7
75,3559,2016-11-05 00:00:00,26,1.565,12.7,4.4,1600,4131,60,189,114,64,82,3,4,13.6
76,3560,2016-11-05 00:00:00,25,1.518,13.4,4.3,1700,3884,59,188,108,77,75,3,4,13.8
77,3561,2016-11-05 00:00:00,36,1.497,16.1,3.6,1700,4887,41,188,130,65,68,3,3,11.4
78,3562,2016-05-13 00:00:00,29,1.564,14.6,4.2,1700,5071,53,187,122,63,68,3,3,12.7
79,3563,2016-05-13 00:00:00,26,1.537,14.3,4.2,1800,4491,57,188,109,56,61,3,3,13.7
80,3564,2016-05-13 00:00:00,30,1.53,10.6,4.1,1200,3757,50,189,123,46,82,3,4,12
81,3565,2016-05-13 00:00:00,27,1.526,10.5,4.2,1300,3729,56,188,113,70,64,3,4,13.5
82,3566,2016-05-13 00:00:00,26,1.516,12.7,4.2,1600,3751,57,190,109,56,61,3,4,13.7
83,3567,2016-05-13 00:00:00,27,1.555,11.3,4.2,1400,3678,56,187,113,67,82,3,4,13.3
84,3568,2016-05-14 00:00:00,27,1.525,10.5,3.9,1400,3861,56,189,105,77,65,3,4,14.1
85,3569,2016-05-14 00:00:00,27,1.525,11.8,4,1500,3604,55,188,108,65,67,3,4,13.9
86,3570,2016-05-14 00:00:00,26,1.502,17.4,4,2300,5525,57,190,104,62,77,3,3,14.1
